CUSTOMER_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
19234,30000,2,5,2,45,2,0,0,0,0,0,29278,30488,30900,30480,31124,29333,2000,1600,1500,1100,1053,1320,1
19242,30000,2,2,1,42,2,0,0,0,0,2,9985,10688,11710,13030,13776,13415,1176,1198,1518,1264,0,1308,1
19244,60000,2,2,1,47,0,0,0,2,-1,2,27970,28004,31688,30448,452,302,1456,4140,0,904,0,12985,1
19249,220000,2,1,1,36,1,2,-1,2,-1,3,4086,3855,3055,1375,3338,3032,0,4000,0,3338,0,0,1
19251,400000,2,2,2,30,-2,-2,-2,-2,-2,-2,-38,9465,4991,466,-1381,3122,10446,5002,504,499,5056,2152,1
19252,680000,2,1,2,30,0,0,-1,-1,-1,0,39639,-45,10251,25094,7327,167520,0,10296,25219,7341,163123,7267,1
19255,300000,2,2,1,39,-1,-1,-1,-1,-1,-1,6192,4784,6462,456,-2056,5251,4790,6462,456,0,14447,9196,1
19259,30000,2,1,2,33,3,2,2,2,0,0,21167,20529,24191,23510,24813,25264,0,4000,0,2000,1000,2000,1
19261,250000,2,1,2,29,2,2,2,2,2,2,124780,127168,125721,122209,126129,127847,5900,4500,0,5954,3900,4826,1
19266,150000,2,2,1,35,0,0,0,0,0,0,102007,93116,84302,74986,67369,60434,5000,5045,2563,3006,3000,2218,1
19270,80000,2,3,1,39,-1,-1,-1,0,-1,-1,2921,390,6837,7309,2568,2199,780,6837,1000,2568,2199,4067,1
19271,30000,2,2,2,43,5,4,3,2,0,0,31273,30499,29740,28736,28336,28336,0,0,0,0,0,18,1
19284,70000,2,1,1,32,0,0,0,0,0,0,70178,71312,71314,71595,70040,68927,2900,2766,3648,2700,2487,2600,1
19285,70000,2,1,2,32,2,0,0,0,0,0,34640,35757,37175,38254,39017,39834,2000,2000,1700,1400,1446,1500,1
19286,160000,2,2,2,32,0,0,0,0,0,0,2812,3826,4751,6604,8604,7072,1222,1147,2000,2000,0,766,1
19292,120000,2,2,2,39,-2,-2,-2,-2,-2,-2,326,3756,326,326,326,476,3756,652,326,326,476,326,1
19298,300000,2,3,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19311,360000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19313,200000,2,1,2,34,1,-2,-2,-2,-2,-2,-2113,-2113,-2113,-2113,-2113,-2113,0,0,0,0,0,423,1
19318,50000,2,3,1,44,2,2,2,2,2,2,19178,20088,19499,21578,20940,22605,1500,0,2385,0,2000,0,1
19320,80000,2,2,1,42,0,0,0,-1,-1,0,43045,43024,9821,600,53900,55000,1301,5098,600,53900,1100,10000,1
19329,140000,2,3,1,40,2,0,0,0,2,2,30755,31757,32808,35342,35965,36741,1815,1866,3400,1500,1500,1484,1
19338,100000,2,3,1,44,0,0,0,0,0,0,41803,73882,75609,77265,78973,81665,33882,4000,4000,4000,5000,5900,1
19345,20000,2,3,1,48,2,2,2,2,2,2,13836,14805,15865,16062,15509,16558,1500,1595,750,0,1452,0,1
19347,20000,2,3,1,31,1,2,0,0,0,0,15043,14509,19092,19113,19483,14523,0,5166,2963,833,812,0,1
19351,80000,2,2,2,36,2,0,0,-2,-2,-2,19671,20650,0,0,0,0,1700,0,0,0,0,0,1
19352,120000,2,2,1,40,1,2,3,2,3,2,57816,62139,60584,63871,62251,63443,5900,0,4900,0,2500,2500,1
19355,30000,2,3,1,39,0,0,0,2,0,0,21173,22513,23826,20613,21269,22761,2000,2000,1000,1000,2000,2000,1
19361,20000,2,2,1,34,0,0,2,-1,-1,-1,3223,3176,220,632,0,316,1220,0,632,0,316,782,1
19378,50000,2,2,2,41,0,0,0,0,-2,-2,43885,45408,36025,0,0,0,2408,2025,0,0,0,0,1
19388,240000,2,2,2,29,-1,-1,-1,-1,-1,-1,2638,1526,2276,1486,1776,2308,1526,2276,1486,1776,2308,776,1
19390,50000,2,2,1,37,0,0,0,2,0,0,46239,47469,51145,45624,29172,27291,2000,4500,0,1153,1000,1065,1
19409,210000,2,2,1,36,1,2,0,0,0,0,167970,161852,163600,162303,162799,161912,0,8000,8000,6000,6000,6000,1
19416,230000,2,1,1,37,-2,-2,-2,-2,-2,-2,312,2984,1786,363,437,843,3186,1786,363,437,843,500,1
19417,270000,2,1,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19422,210000,2,2,1,35,-1,-1,-1,-1,0,-1,188,971,2871,5087,1943,3392,971,2871,5087,0,3392,4000,1
19434,180000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19443,360000,2,2,2,37,-1,-1,-1,-1,-1,-1,333,333,5043,333,0,333,333,5043,333,0,333,210,1
19453,270000,2,1,2,32,2,2,2,0,0,0,9220,14050,13539,15005,16438,17021,5000,0,2000,2000,1000,1000,1
19454,160000,2,1,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1404,1
19463,30000,2,2,1,49,0,0,0,0,0,0,27922,25214,26755,23235,25008,26761,2000,2000,2000,2000,2000,822,1
19466,30000,2,2,1,40,1,2,2,0,0,0,31230,31348,28034,26251,24133,22527,2007,8,2007,1005,782,2009,1
19472,180000,2,2,1,32,2,2,2,2,2,0,13286,15548,15009,17752,17172,18732,2800,0,3000,0,2000,5000,1
19475,270000,2,2,1,33,-1,-1,2,-1,0,0,7780,7365,3097,48546,47250,46649,2228,0,48546,2000,3000,3000,1
19486,280000,2,3,1,46,2,2,0,0,0,0,506515,491801,62236,54813,38669,18010,0,1803,1475,1105,534,318,1
19490,180000,2,1,2,42,2,2,2,2,2,2,130304,140191,142477,141674,146312,149133,13600,6000,3000,8500,5300,300,1
19496,220000,2,1,1,43,-1,-1,-1,2,-1,0,941,911,9743,7480,22880,880,920,9752,0,22880,0,7270,1
19499,180000,2,1,2,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19511,90000,2,2,1,49,1,-2,-2,-1,-1,-1,0,0,0,2146,2452,6990,0,0,2146,2452,6990,3550,1
19520,80000,2,2,1,26,0,0,0,0,-2,-2,77758,80468,82150,0,0,0,4000,4000,0,0,0,0,1
19521,30000,2,2,1,35,2,2,2,2,2,0,23785,20946,23785,24422,23688,19626,0,3500,1319,0,800,1610,1
19522,80000,2,2,1,28,0,0,0,0,0,0,77856,76079,78410,55417,50733,50441,3670,4520,3311,50441,1800,2100,1
19523,50000,2,1,2,28,2,2,0,0,0,0,19930,19316,20347,21354,21630,23123,0,1646,1653,929,2000,0,1
19528,30000,2,2,1,35,0,0,0,0,0,0,31955,30429,27286,21919,19015,2732,1800,1388,1501,1001,2732,3280,1
19530,350000,2,2,1,36,0,0,0,0,0,0,21026,35588,38002,40357,43663,52735,15000,3000,3000,4000,10000,25000,1
19533,380000,2,2,1,41,3,3,2,0,0,0,415735,400246,384705,383332,381423,377466,0,0,15135,13212,13529,15212,1
19537,30000,2,3,1,44,2,0,0,0,0,0,26627,27631,29179,30146,26371,27567,1452,2000,1500,933,2000,3000,1
19548,300000,2,2,1,38,1,-2,-2,-1,0,-1,0,0,0,1000,890,390,0,0,1000,390,390,540,1
19549,80000,2,2,2,24,2,0,0,0,0,0,81228,76590,73327,69760,50642,48690,3400,2800,3038,2000,2000,2000,1
19550,360000,2,1,2,32,0,0,0,0,0,0,11358,17580,17416,14789,11800,21831,7079,7000,5000,0,11831,13000,1
19553,80000,2,2,1,37,-1,-1,-1,-1,-1,-1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4206,1
19557,30000,2,2,1,29,2,2,2,0,0,2,15361,18274,17697,18416,20099,21631,3175,0,1317,2000,2000,0,1
19564,230000,2,1,2,34,-1,-1,-1,-1,-1,-1,3251,4342,2557,4440,4832,6059,4347,2557,4443,4832,6314,7897,1
19565,60000,2,3,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1
19570,50000,2,2,1,44,0,0,0,0,0,0,10950,5662,6797,7565,9565,11357,1097,1232,1000,2000,2000,4000,1
19573,90000,2,2,1,39,-2,-2,-2,-2,-2,-2,1330,950,1330,950,950,11786,950,1330,950,950,11786,1250,1
19578,80000,2,2,1,45,1,2,2,2,2,2,53916,52462,55327,56804,57469,58505,0,4327,3000,2200,2100,0,1
19585,310000,2,1,2,35,0,0,0,0,0,0,308105,303679,278488,256962,262381,278117,13088,9834,9500,9700,20200,11000,1
19588,40000,2,2,1,30,2,2,2,2,2,2,14408,15370,16320,16456,16492,16086,1500,1500,700,600,0,1600,1
19596,430000,2,2,1,42,2,2,2,2,2,2,282880,289358,296219,300873,294527,308523,12700,13000,11000,0,19000,15000,1
19604,360000,2,2,1,48,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
19617,270000,2,1,2,30,2,2,2,0,0,0,172933,184761,164009,161843,151862,0,19028,0,3451,5004,0,0,1
19622,50000,2,2,1,34,2,0,0,0,0,0,47993,49051,39945,40254,20040,3563,2010,1904,2214,1000,129,131,1
19623,80000,2,1,1,37,-1,0,-1,-1,-1,-1,27695,15372,25919,18449,2655,20808,10000,25919,18449,2655,20808,0,1
19634,500000,2,3,1,44,2,-1,0,0,0,-1,1273,79108,329774,328950,336073,1257,79113,255005,6780,8401,1262,2120,1
19638,50000,2,3,1,49,2,0,0,0,-2,-2,48297,50487,51400,0,0,0,3000,2400,0,0,0,0,1
19641,60000,2,1,2,32,1,2,0,0,0,2,17992,17405,18619,19636,20326,21534,0,1500,1328,1018,1687,778,1
19649,210000,2,1,1,33,0,0,0,0,0,0,199851,190551,192717,195700,150525,137565,7000,7791,7000,5254,5400,5380,1
19650,180000,2,2,1,33,2,2,2,2,2,2,115166,122519,123087,126564,123040,129098,10800,4000,7000,0,8200,1500,1
19655,160000,2,3,1,33,-1,2,-1,-1,-2,-2,2364,1095,2190,0,0,0,0,2190,0,0,0,0,1
19660,50000,2,2,1,33,1,2,0,0,2,0,23250,22578,23611,25825,25111,25708,0,1397,2611,0,1000,1092,1
19661,20000,2,3,3,44,0,0,2,2,0,0,18126,20771,20434,19874,19546,0,3599,1200,1000,400,0,0,1
19677,80000,2,3,1,40,-1,2,-1,-1,-1,-1,780,390,390,25190,390,390,0,390,25190,390,390,9278,1
19684,80000,2,3,1,46,0,0,-1,2,-1,-1,25505,14696,1278,1107,16634,2136,1000,2278,0,17000,2500,0,1
19686,50000,2,1,1,38,0,0,0,2,0,0,10379,11200,14568,14008,14827,19297,1000,3560,0,1000,4656,712,1
19687,30000,2,2,1,39,2,2,0,0,0,0,31207,30399,30147,29366,29555,29793,0,2000,1500,1010,1055,1089,1
19694,70000,2,2,1,49,0,0,0,0,0,0,64049,66079,67488,58246,48859,46688,3700,3100,2200,1600,1850,1800,1
19698,120000,2,2,1,38,2,2,2,2,2,2,63700,65069,66450,67373,68186,68959,3000,3000,2600,2500,2000,3000,1
19700,50000,2,3,1,48,1,2,0,0,0,0,49621,46863,46153,45284,23653,20733,0,2010,1807,812,743,844,1
19706,100000,2,2,1,47,-1,-1,-1,-1,-1,-2,6666,6666,0,6270,-396,-396,6666,0,6270,0,0,0,1
19708,40000,2,2,2,24,1,3,2,2,0,0,24171,23498,24235,23557,24025,24528,0,1400,0,850,880,884,1
19712,220000,2,1,2,29,3,3,2,2,2,0,4695,4488,4283,5807,5568,5827,0,0,1587,0,500,586,1
19728,140000,2,2,2,30,0,0,0,0,0,0,97288,98068,98098,97055,97035,101525,4400,4500,3500,3500,8000,500,1
19740,50000,2,2,1,46,2,3,3,2,0,0,64350,63192,57205,54371,19946,17406,5000,0,0,613,573,593,1
19743,20000,2,2,2,43,-1,2,0,0,0,0,6483,6233,7254,8106,8418,8440,0,1283,1135,447,306,307,1
19751,180000,2,2,2,33,-1,-1,-1,-1,-1,-1,437,0,437,0,4013,0,0,437,0,4013,0,1518,1
19753,20000,2,2,1,41,1,2,2,0,0,0,10774,11596,11119,12429,12370,12659,1300,0,1502,443,489,2961,1
19756,20000,2,2,1,42,2,0,0,0,0,0,15552,16560,17278,18289,18653,19195,1575,1293,1304,668,843,853,1
19762,100000,2,2,1,34,-1,2,2,-1,-1,-1,246,246,123,7286,123,123,123,0,7286,123,123,123,1
19768,90000,2,3,1,46,0,0,0,0,0,0,5965,6978,8152,9009,9359,9460,1120,1293,1150,500,400,400,1
19771,30000,2,3,1,37,2,2,2,2,2,2,21368,22194,18098,14542,15758,13149,1500,1400,0,1527,0,524,1
19783,50000,2,2,2,37,1,2,2,2,0,0,47071,40218,24587,14999,13410,7378,148,3115,3,1000,415,565,1
19785,150000,2,2,2,36,0,0,0,0,0,0,134797,138269,144163,146171,136004,138903,5600,8000,5775,5000,5200,3320,1
19792,50000,2,3,1,40,0,0,0,0,0,0,48489,49495,50866,48390,17953,23,1813,2184,1248,359,0,20706,1
19799,70000,2,2,1,32,0,0,2,2,2,2,15623,18370,19281,18674,21361,21872,3009,1500,0,3000,1000,0,1
19802,10000,2,3,1,41,-1,2,-1,-1,2,2,1838,1651,172,2034,2069,1891,0,179,2034,214,0,283,1
19806,320000,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,2500,0,0,0,0,2500,0,0,0,0,1
19815,100000,2,3,1,45,3,2,2,2,-1,-1,94471,92058,97624,94316,2065,0,0,8806,0,2065,0,0,1
19818,20000,2,2,2,33,2,0,0,0,0,0,19946,18694,17228,16923,10467,10526,1593,1340,1171,402,600,538,1
19819,30000,2,3,1,42,0,0,0,2,2,2,21969,23306,27851,27098,29866,29276,1706,5251,0,3519,0,1368,1
19821,200000,2,2,1,46,-1,2,2,-1,-1,2,2893,2881,1436,1261,2849,1438,1436,0,1261,2849,0,1261,1
19825,20000,2,2,1,46,3,3,2,0,0,0,10145,9836,10525,18930,19320,19861,0,1000,9000,1000,1000,400,1
19832,80000,2,2,2,36,1,2,2,2,0,0,81606,154026,82385,79795,48999,48161,0,7600,5,2000,2000,2000,1
19844,120000,2,1,2,35,2,2,2,2,0,0,110581,104687,112279,108089,88594,87630,0,10800,0,3500,3400,3500,1
19846,200000,2,1,1,43,1,-1,-1,-2,-2,-1,0,601,0,0,0,259,601,0,0,0,259,150,1
19854,420000,2,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19856,70000,2,2,1,38,1,2,0,0,2,0,73688,70254,71281,73229,71426,68911,0,2800,6500,0,2821,5500,1
19862,50000,2,2,2,27,1,2,0,0,2,2,51176,48900,48854,50243,51187,47551,0,2200,3700,2000,0,2000,1
19864,260000,2,3,1,41,0,-1,-1,0,0,0,2472,8160,4549,5502,3487,5416,8160,4549,1056,139,2000,381,1
19873,40000,2,2,1,38,0,0,0,2,0,0,37539,38132,41217,40255,39135,37235,2000,4000,0,1700,3000,0,1
19881,200000,2,2,2,36,0,0,0,0,0,0,9738,10749,11773,12784,13039,13314,1177,1201,1212,467,485,1147,1
19888,20000,2,1,1,47,0,0,0,2,0,0,13963,15227,17968,17382,18094,19399,1500,3000,0,1000,1600,0,1
19896,170000,2,2,1,32,1,2,-1,-1,0,0,9990,4647,1399,6548,1399,0,0,1399,6548,0,0,0,1
19899,130000,2,1,2,33,2,2,0,0,0,0,73250,71473,73892,74400,62134,63430,0,3572,2645,1813,1878,2210,1
19900,410000,2,2,1,41,2,0,0,0,0,0,348559,354506,363666,369776,368779,369358,13000,14600,15500,14000,13580,14000,1
19907,100000,2,2,1,42,2,2,0,0,0,0,91534,88637,90169,84714,69482,70226,0,4458,2973,2606,2696,2695,1
19909,80000,2,2,2,31,-1,-1,-1,-1,-1,-1,1068,0,100,0,1050,-150,0,100,0,1050,0,0,1
19913,30000,2,2,2,32,0,0,0,0,0,0,29480,30394,28072,28885,29287,23012,1431,1579,1402,804,732,1820,1
19920,350000,2,1,1,44,-1,-1,-1,-1,-1,0,4025,2820,3094,0,330,330,2820,3094,0,330,0,1240,1
19923,110000,2,2,2,31,0,0,0,0,0,0,98531,99593,100093,90437,75701,77013,3577,3680,3030,2701,2674,2669,1
19926,80000,2,1,2,34,-1,2,-1,-1,-1,-1,652,326,326,326,326,326,0,326,326,326,326,326,1
19927,40000,2,3,1,42,0,0,0,0,0,0,40285,40024,39706,36431,37154,37306,1658,1601,1587,1310,1510,2000,1
19932,50000,2,3,2,49,0,0,2,0,0,0,46468,50669,48701,49066,30177,29274,5000,0,2500,1151,1156,1052,1
19938,230000,2,1,1,39,1,-2,-1,-1,-1,-2,0,0,181,2680,0,0,0,181,2680,0,0,0,1
19961,20000,2,2,1,46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,1
19983,300000,2,1,1,47,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,1
19985,60000,2,3,2,43,0,0,0,0,-1,0,65349,61322,56414,47643,28208,27570,2300,2507,1000,28512,994,999,1
19989,50000,2,1,2,42,2,0,0,2,2,2,34218,35539,38246,37332,39702,38932,1893,3600,0,3000,0,3500,1
19997,60000,2,2,1,37,0,0,0,0,0,0,59462,60866,54007,52089,29397,29110,3000,2570,2202,1200,1100,1100,1
20001,220000,2,1,1,43,-1,-1,-1,-1,-1,-1,4009,1689,12370,12095,1832,4691,1689,12373,12099,1832,5001,10311,1
20006,230000,2,1,1,45,-1,-1,-1,-1,-1,-1,6348,0,967,0,699,499,0,967,0,699,499,0,1
20011,210000,2,2,1,34,0,0,2,0,0,0,201223,214479,193598,178416,143879,125004,17580,0,7193,3500,4881,3679,1
20026,70000,2,2,2,30,-1,0,0,0,0,0,2429,3878,4957,6209,6338,6587,1500,1300,1500,380,500,500,1
20027,90000,2,1,2,36,0,0,0,0,0,-1,39317,28491,20367,16680,10320,7601,1808,1657,1000,206,7601,286,1
20029,210000,2,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20046,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,18,0,0,0,0,0,1
20054,440000,2,1,1,39,0,0,0,0,0,0,388357,390101,387948,354871,238196,200777,14193,14740,9655,6453,5478,4919,1
20061,160000,2,1,1,43,-1,-1,-1,-1,-1,-1,2980,2817,0,450,748,5054,2817,0,450,748,5054,4711,1
20070,360000,2,1,2,38,1,2,0,0,0,0,4741,4534,6491,8422,8665,0,0,2000,2000,243,0,0,1
20077,240000,2,1,1,35,-1,-1,-1,0,-1,0,3664,5770,10412,4578,5928,5619,5770,10420,1150,5928,3619,13227,1
20091,150000,2,1,1,30,0,0,-2,-2,-2,-2,6154,0,0,0,0,0,0,0,0,0,0,26286,1
20095,80000,2,2,1,33,2,3,2,2,0,0,51016,51081,52059,47912,48646,49341,1200,2100,0,1800,2000,2000,1
20100,80000,2,2,1,42,0,0,0,0,0,2,18172,19559,20437,26591,28350,27758,2000,1500,6500,2200,0,1100,1
20101,30000,2,3,1,37,0,0,0,0,0,0,25689,26455,27525,28545,29388,30133,1500,1500,1500,1300,1200,1500,1
20111,220000,2,1,2,36,-2,-2,-2,-1,2,0,637,0,0,300,300,728,0,0,365,0,578,198,1
20114,20000,2,2,1,45,0,0,2,0,0,0,25102,27906,26153,26745,26359,25974,3550,0,2400,1000,1000,8000,1
20117,170000,2,2,1,45,0,0,0,0,0,2,130668,121100,123414,114180,122332,120270,5900,5800,6000,11600,0,9400,1
20121,100000,2,2,2,42,0,0,0,0,0,0,117464,81625,81815,78927,77418,74657,2962,2986,2807,2686,2767,2909,1
20128,180000,2,2,1,38,0,0,0,0,0,0,150345,145797,147825,145482,141846,132687,5300,6840,6700,5100,5000,4800,1
20130,140000,2,1,1,42,2,2,2,0,0,0,141321,141836,139070,134168,135678,136494,4300,1003,4854,5500,5200,5100,1
20134,110000,2,3,2,46,0,0,0,0,0,0,44590,45846,47104,48325,0,49461,2000,2000,2000,2000,0,2000,1
20141,50000,2,2,1,35,1,2,2,2,2,2,8917,8625,11475,10999,12311,11973,0,3000,0,1800,0,1950,1
20147,50000,2,2,1,42,3,3,2,2,0,0,24225,24046,24574,24348,16130,16467,500,1200,516,566,585,608,1
20149,50000,2,2,2,36,2,2,2,2,0,0,50817,50523,51921,50767,48488,49503,2000,2500,0,1721,1782,1806,1
20152,20000,2,2,1,48,1,-2,-2,-2,-2,-1,0,0,0,0,0,1473,0,0,0,0,1473,930,1
20154,240000,2,2,1,37,-2,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,1
20160,120000,2,1,1,34,1,-2,-1,-1,-1,0,0,0,1471,3094,12623,10446,0,1471,3103,12623,0,1446,1
20164,50000,2,2,2,42,5,4,3,2,0,0,20235,19635,19045,18300,17900,17900,0,0,0,0,0,0,1
20165,120000,2,1,1,36,-1,-1,-1,-1,0,-1,2779,6375,1086,1230,1230,2806,6428,1086,1230,0,2806,1750,1
20171,280000,2,2,1,43,1,-1,-1,-1,-1,-1,0,4051,1196,19875,599,850,4051,1245,19875,599,850,185,1
20172,120000,2,2,2,39,0,0,0,2,0,0,20693,22033,24067,24372,24670,25617,2000,2400,1000,1000,1500,1500,1
20192,140000,2,1,2,35,-1,-1,-1,-1,-1,-1,7921,9268,3943,7737,2456,15507,9268,3953,7737,2456,15507,0,1
20207,70000,2,1,2,50,2,0,0,0,0,0,62049,64315,58564,56741,25172,29186,4000,3000,10032,8000,5139,1000,1
20208,170000,2,2,1,52,0,0,0,0,0,0,170133,168945,160660,163652,131396,130402,7620,6200,10000,5100,5500,5000,1
20211,60000,2,2,1,50,2,0,0,0,0,0,60199,60742,60841,58902,19352,19523,2800,2600,2107,1000,1000,705,1
20213,20000,2,3,1,50,-1,-1,-1,-1,-2,-2,5141,3455,6906,0,0,0,3754,6906,290,0,0,0,1
20215,30000,2,2,1,52,2,2,2,0,0,0,7033,10431,10120,11145,11368,12186,3700,0,1200,408,1002,0,1
20221,100000,2,1,2,52,1,2,2,2,2,2,13687,14007,14236,12924,12467,10950,1600,1500,0,700,0,1150,1
20230,20000,2,2,1,50,0,0,0,0,2,0,13779,14788,15815,17891,17308,17521,1245,1272,2348,0,640,1615,1
20233,280000,2,1,1,51,-2,-1,-1,-2,-1,-1,390,11223,15225,4951,2408,8360,11223,15262,4951,2408,8360,6202,1
20249,210000,2,3,2,51,2,0,0,0,0,2,42795,43787,44826,45544,48497,47591,2007,2046,1764,3717,0,1885,1
20252,90000,2,3,1,54,-2,-2,-2,-2,-2,-2,0,0,0,0,1805,0,0,0,0,1805,0,0,1
20253,80000,2,2,2,49,-1,-1,-1,-1,-1,0,390,390,390,390,780,390,390,390,390,780,0,390,1
20255,350000,2,1,1,52,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
20258,500000,2,1,1,54,-1,-1,-1,-1,0,0,6259,2937,10410,30016,8014,2630,2962,10457,30026,26,13,2283,1
20267,20000,2,3,1,58,2,2,2,2,0,0,8287,10978,11207,11227,12042,12850,3000,700,500,1000,1000,1000,1
20273,190000,2,2,1,48,2,2,2,2,0,0,90128,92367,94227,91943,93546,95759,4500,4100,0,3500,3600,3500,1
20276,50000,2,3,1,57,0,0,0,0,0,0,50990,49123,50820,50706,30636,30501,2100,2500,3820,1636,1501,1700,1
20279,150000,2,1,1,54,-2,-2,-2,-2,-2,-2,-1,262,329,39919,263,263,263,331,40118,264,264,790,1
20282,30000,2,2,1,50,2,2,2,2,3,2,21993,22634,23057,24506,24711,24178,1300,1082,2131,900,0,2200,1
20283,50000,2,1,1,50,2,2,2,2,2,2,38483,39511,40582,41316,41998,42674,1960,2000,1700,1662,1493,0,1
20288,200000,2,2,1,50,-2,-2,-1,-1,-1,-1,0,0,1350,0,1265,0,0,1350,0,1265,0,0,1
20294,360000,2,1,1,52,-2,-2,-2,-1,-1,-2,-3,-3,-3,1000,0,0,0,0,1003,0,0,0,1
20296,260000,2,3,1,52,1,2,0,0,0,0,9979,9371,18488,27022,28402,800,0,10000,11264,1580,2,1098,1
20307,30000,2,2,1,56,0,0,0,2,0,0,10232,11564,14099,13580,13657,16356,1510,3042,0,600,2942,600,1
20314,270000,2,1,1,60,-1,-1,-1,-1,-1,2,836,836,836,836,1972,986,836,836,836,1972,0,836,1
20315,110000,2,3,1,55,-1,2,0,0,2,2,4924,4305,4770,5819,4807,5579,0,1087,1532,0,1000,0,1
20319,70000,2,2,1,62,2,0,0,0,0,0,48367,49358,50396,51462,52609,53708,1796,1834,1900,2000,1945,2000,1
20323,140000,2,3,2,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20336,90000,2,3,1,54,3,2,2,2,2,0,86228,85437,90635,91745,87466,85662,1500,7500,3500,0,3300,3500,1
20337,40000,2,2,1,56,0,0,0,0,0,0,30048,31049,32144,33157,33657,34359,1805,1900,1851,1351,1394,1464,1
20338,50000,2,2,1,61,3,2,0,0,0,0,52659,51213,51696,50422,30145,30203,4,2346,2155,1046,1073,1246,1
20340,100000,2,3,1,55,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,390,1
20343,180000,2,2,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20358,130000,1,3,1,27,-1,-1,-1,-1,-2,-1,500,2000,1354,0,0,2699,2000,1354,0,0,2699,3766,1
20359,20000,1,2,2,22,1,2,2,0,0,0,17336,17751,18113,14885,14975,15311,1000,1003,1300,900,700,4700,1
20360,20000,1,2,2,22,3,2,2,2,3,2,16132,16562,19279,20663,20043,19584,1000,3000,2000,0,0,1803,1
20362,250000,1,1,1,36,-1,-1,-1,-1,0,0,5992,0,1400,79181,29172,14816,0,1400,79181,10000,0,4176,1
20363,100000,1,1,1,37,0,0,0,0,0,0,99516,87274,96414,74161,45585,40178,10184,20000,5150,5000,10000,10000,1
20364,80000,1,1,1,37,2,0,0,0,0,0,81970,78754,74789,45883,29616,28916,3000,3139,2001,2081,1200,1500,1
20365,20000,1,2,2,22,1,2,2,2,2,0,9422,10106,14127,14598,14069,14690,1000,4211,1000,0,1000,1000,1
20367,50000,1,2,2,23,2,0,0,0,0,0,49301,50660,50036,60770,10598,10122,2500,2142,2254,680,491,340,1
20368,20000,1,2,2,23,1,2,4,3,2,2,11113,14110,13609,13102,12595,14287,3500,0,0,0,1900,0,1
20369,50000,1,2,1,23,0,0,-2,-2,-2,-2,9156,0,0,0,0,0,0,0,0,0,0,0,1
20371,50000,1,1,2,23,0,0,0,-1,-1,0,11306,6657,3565,3820,1275,1275,1069,1240,3840,1275,0,0,1
20372,20000,1,3,2,23,0,0,0,0,0,0,8038,9060,11600,12307,12703,12970,1161,2701,1204,600,620,622,1
20374,10000,1,2,2,22,1,2,2,2,0,0,7019,6760,8882,8520,8694,8871,0,2400,0,174,177,181,1
20378,10000,1,2,2,21,2,0,0,0,0,0,8999,9042,10038,9784,9984,9780,1400,1305,1000,200,196,0,1
20381,50000,1,3,1,23,0,0,0,0,0,0,43087,44468,46653,43143,19003,-317,2100,3260,1200,1000,0,16628,1
20382,10000,1,2,2,24,1,2,2,0,0,3,5570,7327,7065,8058,9433,9008,2000,0,1125,1500,0,0,1
20385,90000,1,3,2,23,3,2,0,0,0,0,92154,87700,61110,14223,9784,5155,0,2200,1000,477,103,0,1
20388,10000,1,1,2,23,-1,2,-1,-1,-1,-1,780,390,390,0,780,0,0,390,0,780,0,0,1
